Project_ID,Project_Name,Location,Project_Type,Area_sqft,Estimated_Budget_INR,Actual_Cost_INR,Material_Cost_INR,Labour_Cost_INR,Equipment_Cost_INR,Other_Cost_INR,Expected_Duration_Days,Actual_Duration_Days,Delay_Days,Contractor,Project_Status,Start_Date,Expected_End_Date,Actual_End_Date,Budget_Variance_INR,Budget_Overrun_Pct,Cost_Per_Sqft_INR
P0376,Royal Industrial Park,Ahmedabad,Residential,95600,252257000,296931000,102546000,71965000,40193000,82227000,212,217,5,Shree BuildTech,Ongoing,2023-11-17,2024-06-16,2024-06-21,44674000,17.71,3105.97
P0377,Royal Industrial Park,Vadodara,Residential,127732,276984000,258585000,85321000,52459000,26558000,94247000,781,841,60,Urban Infra,Completed,2023-09-18,2025-11-07,2026-01-06,-18399000,-6.64,2024.43
P0378,Urban Heights,Gandhinagar,Residential,42641,109715000,112161000,50656000,26408000,10783000,24314000,530,540,10,Apex Developers,Ongoing,2025-08-04,2027-01-16,2027-01-26,2446000,2.23,2630.36
P0379,Royal Mall,Ahmedabad,Residential,34711,77255000,73976000,27358000,21332000,9586000,15700000,257,257,0,Apex Developers,Ongoing,2024-05-03,2025-01-15,2025-01-15,-3279000,-4.24,2131.2
P0380,Skyline Complex,Vadodara,Residential,75342,194466000,192021000,73788000,35736000,14665000,67832000,327,357,30,Shree BuildTech,Completed,2024-08-19,2025-07-12,2025-08-11,-2445000,-1.26,2548.66
P0381,Urban Business Park,Ahmedabad,Industrial,111896,220150000,197969000,79275000,56149000,14627000,47918000,756,776,20,Royal Infra,Completed,2022-06-04,2024-06-29,2024-07-19,-22181000,-10.08,1769.22
P0382,Skyline Industrial Park,Ahmedabad,Infrastructure,148254,450612000,441024000,200363000,97428000,46676000,96557000,865,875,10,Shree BuildTech,Ongoing,2023-05-05,2025-09-16,2025-09-26,-9588000,-2.13,2974.79
P0383,Sunrise Complex,Gandhinagar,Commercial,92833,273732000,278296000,118035000,80133000,29402000,50726000,692,752,60,MetroBuild,Ongoing,2025-11-10,2027-10-03,2027-12-02,4564000,1.67,2997.81
P0384,Metro Business Park,Surat,Industrial,61276,119099000,116172000,48608000,34027000,16456000,17081000,426,426,0,Shree BuildTech,Completed,2024-02-24,2025-04-25,2025-04-25,-2927000,-2.46,1895.88
P0385,Sunrise Plaza,Ahmedabad,Infrastructure,24541,69418000,69465000,24181000,18096000,5564000,21624000,385,450,65,MetroBuild,Delayed,2025-02-01,2026-02-21,2026-04-27,47000,0.07,2830.57
P0386,Crystal Enclave,Vadodara,Residential,99457,251912000,269194000,108246000,69918000,21499000,69531000,765,765,0,Royal Infra,Completed,2025-11-17,2027-12-22,2027-12-22,17282000,6.86,2706.64
P0387,Urban Heights,Ahmedabad,Infrastructure,49813,141923000,165857000,72058000,38865000,13566000,41368000,437,497,60,Urban Infra,Completed,2022-09-03,2023-11-14,2024-01-13,23934000,16.86,3329.59
P0388,Metro Plaza,Ahmedabad,Infrastructure,144892,413390000,486700000,231534000,136405000,35227000,83534000,232,242,10,Urban Infra,Completed,2025-04-14,2025-12-02,2025-12-12,73310000,17.73,3359.05
P0389,Metro Plaza,Rajkot,Residential,29070,69385000,77112000,27161000,22778000,5840000,21333000,497,552,55,Patel Construction,Delayed,2024-11-28,2026-04-09,2026-06-03,7727000,11.14,2652.63
P0390,Urban Industrial Park,Vadodara,Residential,147194,341941000,297079000,95519000,81105000,36478000,83977000,573,588,15,Shree BuildTech,Ongoing,2024-01-29,2025-08-24,2025-09-08,-44862000,-13.12,2018.28
P0391,Royal Plaza,Gandhinagar,Residential,85559,206594000,201791000,67004000,51383000,21093000,62311000,310,370,60,Royal Infra,Ongoing,2023-06-22,2024-04-27,2024-06-26,-4803000,-2.32,2358.5
P0392,Sunrise Complex,Vadodara,Commercial,46786,138647000,136856000,52024000,34599000,17940000,32293000,559,564,5,Royal Infra,Completed,2024-07-09,2026-01-19,2026-01-24,-1791000,-1.29,2925.15
P0393,Crystal Industrial Park,Ahmedabad,Residential,142809,380969000,358546000,161807000,101087000,53570000,42082000,306,311,5,Patel Construction,Completed,2023-02-12,2023-12-15,2023-12-20,-22423000,-5.89,2510.67
P0394,Shree Enclave,Mumbai,Commercial,41062,138910000,147395000,47335000,36104000,18089000,45867000,486,516,30,GreenStone Projects,Completed,2023-06-09,2024-10-07,2024-11-06,8485000,6.11,3589.57
P0395,Urban Industrial Park,Rajkot,Residential,56571,150643000,124835000,49070000,34512000,9242000,32011000,208,272,64,Royal Infra,Delayed,2024-04-07,2024-11-01,2025-01-04,-25808000,-17.13,2206.7
P0396,Crystal Enclave,Ahmedabad,Commercial,30510,92739000,113441000,42277000,27347000,8890000,34927000,306,311,5,Sunrise Constructions,Completed,2024-06-21,2025-04-23,2025-04-28,20702000,22.32,3718.16
P0397,Galaxy Plaza,Vadodara,Infrastructure,24426,74784000,87006000,28573000,16313000,12223000,29897000,251,251,0,Urban Infra,Completed,2022-02-05,2022-10-14,2022-10-14,12222000,16.34,3562.02
P0398,Crystal Plaza,Ahmedabad,Industrial,42265,86562000,93261000,36562000,21084000,10464000,25151000,754,754,0,Apex Developers,Completed,2023-11-16,2025-12-09,2025-12-09,6699000,7.74,2206.58
P0399,Crystal Enclave,Ahmedabad,Infrastructure,71150,208977000,211599000,76336000,49373000,28775000,57115000,679,808,129,MetroBuild,Delayed,2022-01-20,2023-11-30,2024-04-07,2622000,1.25,2973.98
P0400,Crystal Complex,Ahmedabad,Infrastructure,92312,268168000,313076000,117811000,61674000,43370000,90221000,495,495,0,Sunrise Constructions,Completed,2022-11-17,2024-03-26,2024-03-26,44908000,16.75,3391.5
P0401,Royal Enclave,Gandhinagar,Residential,94613,220178000,242797000,105106000,46690000,35015000,55986000,810,930,120,Apex Developers,Completed,2023-05-27,2025-08-14,2025-12-12,22619000,10.27,2566.21
P0402,Green Valley Industrial Park,Rajkot,Commercial,79910,276069000,318251000,128398000,77735000,46460000,65658000,811,841,30,Sunrise Constructions,Completed,2023-02-04,2025-04-25,2025-05-25,42182000,15.28,3982.62
P0403,Green Valley Complex,Ahmedabad,Industrial,57375,110139000,111561000,37924000,21221000,12761000,39655000,218,352,134,Patel Construction,Delayed,2023-10-16,2024-05-21,2024-10-02,1422000,1.29,1944.42
P0404,Shree Plaza,Ahmedabad,Residential,126826,278691000,344105000,163046000,74448000,33475000,73136000,153,273,120,Patel Construction,Delayed,2024-08-29,2025-01-29,2025-05-29,65414000,23.47,2713.21
P0405,Skyline Business Park,Mumbai,Residential,40435,94019000,109065000,45998000,29377000,16027000,17663000,701,721,20,MetroBuild,Ongoing,2023-04-16,2025-03-17,2025-04-06,15046000,16.0,2697.29
P0406,Silver Plaza,Mumbai,Residential,101443,269213000,291058000,128805000,86075000,33120000,43058000,290,290,0,Urban Infra,Completed,2025-03-12,2025-12-27,2025-12-27,21845000,8.11,2869.18
P0407,Galaxy Residency,Gandhinagar,Infrastructure,139055,423286000,495548000,164856000,131887000,37236000,161569000,485,500,15,GreenStone Projects,Completed,2025-01-20,2026-05-20,2026-06-04,72262000,17.07,3563.68
P0408,Crystal Mall,Vadodara,Commercial,28510,101817000,98732000,32338000,29532000,11988000,24874000,178,250,72,Royal Infra,Delayed,2025-10-09,2026-04-05,2026-06-16,-3085000,-3.03,3463.07
P0409,Green Valley Residency,Ahmedabad,Commercial,99071,329124000,289596000,93572000,76396000,33887000,85741000,300,330,30,MetroBuild,Completed,2024-04-13,2025-02-07,2025-03-09,-39528000,-12.01,2923.12
P0410,Shree Industrial Park,Ahmedabad,Industrial,11640,21109000,22346000,7826000,4810000,3166000,6544000,138,143,5,GreenStone Projects,Completed,2023-12-28,2024-05-14,2024-05-19,1237000,5.86,1919.76
P0411,Royal Industrial Park,Surat,Commercial,49547,148375000,150326000,58072000,39182000,18378000,34694000,345,360,15,Apex Developers,Completed,2024-05-03,2025-04-13,2025-04-28,1951000,1.31,3034.01
P0412,Urban Business Park,Mumbai,Commercial,59620,179551000,178882000,84027000,47271000,17517000,30067000,592,626,34,Royal Infra,Delayed,2022-02-20,2023-10-05,2023-11-08,-669000,-0.37,3000.37
P0413,Green Valley Plaza,Pune,Residential,120608,261774000,305217000,119990000,68554000,44958000,71715000,214,259,45,Sunrise Constructions,Completed,2023-07-29,2024-02-28,2024-04-13,43443000,16.6,2530.65
P0414,Urban Complex,Gandhinagar,Residential,12564,29730000,30921000,11331000,5632000,4147000,9811000,416,446,30,MetroBuild,Ongoing,2025-04-28,2026-06-18,2026-07-18,1191000,4.01,2461.08
P0415,Green Valley Enclave,Vadodara,Infrastructure,118824,313448000,329631000,135119000,87149000,39699000,67664000,712,712,0,GreenStone Projects,Ongoing,2025-02-22,2027-02-04,2027-02-04,16183000,5.16,2774.11
P0416,Metro Heights,Ahmedabad,Residential,84273,200347000,196491000,66396000,35880000,18359000,75856000,294,414,120,Shree BuildTech,Completed,2022-05-30,2023-03-20,2023-07-18,-3856000,-1.92,2331.6
P0417,Sunrise Enclave,Gandhinagar,Residential,79859,211920000,238566000,99606000,61011000,23829000,54120000,341,361,20,Shree BuildTech,Completed,2022-11-10,2023-10-17,2023-11-06,26646000,12.57,2987.34
P0418,Metro Industrial Park,Ahmedabad,Residential,115017,274583000,303201000,124600000,60529000,37475000,80597000,734,841,107,Urban Infra,Delayed,2023-07-24,2025-07-27,2025-11-11,28618000,10.42,2636.14
P0419,Sunrise Residency,Surat,Residential,128618,337439000,379565000,169559000,94084000,28755000,87167000,173,263,90,GreenStone Projects,Delayed,2025-09-27,2026-03-19,2026-06-17,42126000,12.48,2951.1
P0420,Shree Industrial Park,Pune,Infrastructure,130341,377075000,362116000,173044000,87078000,32784000,69210000,814,934,120,MetroBuild,Delayed,2022-11-01,2025-01-23,2025-05-23,-14959000,-3.97,2778.22
P0421,Shree Residency,Mumbai,Residential,34430,78861000,92779000,33413000,16851000,11793000,30722000,522,522,0,Apex Developers,Ongoing,2023-11-13,2025-04-18,2025-04-18,13918000,17.65,2694.71
P0422,Silver Residency,Rajkot,Industrial,32788,60945000,75612000,30362000,16903000,8196000,20151000,437,437,0,Shree BuildTech,Completed,2024-04-17,2025-06-28,2025-06-28,14667000,24.07,2306.09
P0423,Royal Plaza,Pune,Industrial,149991,261746000,293429000,136567000,73983000,29986000,52893000,468,588,120,Urban Infra,Delayed,2024-12-13,2026-03-26,2026-07-24,31683000,12.1,1956.31
P0424,Shree Heights,Mumbai,Industrial,74346,137495000,126892000,56547000,35762000,10420000,24163000,562,567,5,MetroBuild,Completed,2024-09-29,2026-04-14,2026-04-19,-10603000,-7.71,1706.78
P0425,Galaxy Heights,Ahmedabad,Industrial,101122,201558000,186186000,74099000,53368000,19614000,39105000,699,709,10,Urban Infra,Ongoing,2023-03-20,2025-02-16,2025-02-26,-15372000,-7.63,1841.2
P0426,Silver Mall,Ahmedabad,Residential,44974,98856000,96380000,45420000,22944000,12689000,15327000,659,747,88,Apex Developers,Delayed,2023-09-05,2025-06-25,2025-09-21,-2476000,-2.5,2143.02
P0427,Urban Enclave,Mumbai,Industrial,112309,201691000,192065000,63220000,51360000,17501000,59984000,401,421,20,Shree BuildTech,Ongoing,2024-09-19,2025-10-25,2025-11-14,-9626000,-4.77,1710.15
P0428,Silver Enclave,Rajkot,Residential,21371,50465000,51044000,23938000,11126000,3595000,12385000,479,479,0,Royal Infra,Ongoing,2022-09-21,2024-01-13,2024-01-13,579000,1.15,2388.47
P0429,Urban Plaza,Gandhinagar,Infrastructure,50084,156510000,171518000,56272000,37916000,21179000,56151000,750,770,20,Shree BuildTech,Ongoing,2024-12-12,2027-01-01,2027-01-21,15008000,9.59,3424.61
P0430,Silver Residency,Rajkot,Industrial,66916,136380000,143853000,58630000,29250000,21263000,34710000,765,795,30,Shree BuildTech,Completed,2024-09-30,2026-11-04,2026-12-04,7473000,5.48,2149.75
P0431,Silver Heights,Ahmedabad,Commercial,78972,268219000,280094000,129535000,69305000,33204000,48050000,760,775,15,GreenStone Projects,Ongoing,2022-01-05,2024-02-04,2024-02-19,11875000,4.43,3546.75
P0432,Green Valley Complex,Mumbai,Industrial,17984,31626000,31343000,11347000,6825000,2495000,10676000,127,142,15,Patel Construction,Completed,2025-01-31,2025-06-07,2025-06-22,-283000,-0.89,1742.83
P0433,Sunrise Mall,Mumbai,Industrial,38039,77465000,78328000,30983000,14892000,7493000,24960000,682,712,30,GreenStone Projects,Ongoing,2025-05-04,2027-03-17,2027-04-16,863000,1.11,2059.15
P0434,Urban Complex,Rajkot,Residential,90431,232826000,259738000,96595000,68103000,36210000,58830000,610,640,30,Shree BuildTech,Completed,2024-02-13,2025-10-15,2025-11-14,26912000,11.56,2872.22
P0435,Sunrise Plaza,Ahmedabad,Industrial,88691,173946000,142636000,67373000,37789000,12638000,24836000,460,480,20,Sunrise Constructions,Completed,2024-05-26,2025-08-29,2025-09-18,-31310000,-18.0,1608.24
P0436,Green Valley Heights,Ahmedabad,Commercial,63606,227532000,231772000,104711000,51731000,27492000,47838000,591,716,125,Patel Construction,Delayed,2024-09-18,2026-05-02,2026-09-04,4240000,1.86,3643.87
P0437,Green Valley Enclave,Ahmedabad,Residential,146688,342037000,360698000,156341000,68247000,36868000,99242000,806,841,35,Royal Infra,Delayed,2024-06-02,2026-08-17,2026-09-21,18661000,5.46,2458.95
P0438,Urban Heights,Ahmedabad,Residential,107665,286065000,318685000,131942000,73666000,27607000,85470000,814,874,60,MetroBuild,Completed,2025-10-05,2027-12-28,2028-02-26,32620000,11.4,2959.97
P0439,Metro Residency,Ahmedabad,Infrastructure,110373,340332000,305889000,138046000,71297000,41317000,55229000,823,913,90,GreenStone Projects,Ongoing,2022-02-16,2024-05-19,2024-08-17,-34443000,-10.12,2771.41
P0440,Green Valley Complex,Ahmedabad,Infrastructure,29574,74736000,66698000,25530000,17358000,8632000,15178000,368,383,15,Patel Construction,Ongoing,2024-05-16,2025-05-19,2025-06-03,-8038000,-10.76,2255.29
P0441,Crystal Complex,Mumbai,Industrial,139502,264796000,288647000,113037000,62882000,35483000,77245000,354,477,123,Patel Construction,Delayed,2024-04-02,2025-03-22,2025-07-23,23851000,9.01,2069.12
P0442,Royal Heights,Pune,Infrastructure,148748,464376000,380788000,166328000,99733000,33855000,80872000,202,202,0,GreenStone Projects,Completed,2024-07-24,2025-02-11,2025-02-11,-83588000,-18.0,2559.95
P0443,Skyline Complex,Ahmedabad,Infrastructure,146888,379488000,447744000,168907000,127418000,34847000,116572000,212,222,10,GreenStone Projects,Ongoing,2023-10-18,2024-05-17,2024-05-27,68256000,17.99,3048.2
P0444,Sunrise Industrial Park,Ahmedabad,Infrastructure,37733,107820000,112908000,37285000,23541000,13108000,38974000,513,569,56,Patel Construction,Delayed,2022-09-26,2024-02-21,2024-04-17,5088000,4.72,2992.29
P0445,Shree Business Park,Surat,Residential,7050,18872000,22779000,7560000,6776000,2604000,5839000,387,507,120,Urban Infra,Completed,2023-01-05,2024-01-27,2024-05-26,3907000,20.7,3231.06
P0446,Sunrise Heights,Ahmedabad,Residential,114996,282120000,250960000,84939000,56808000,21349000,87864000,536,685,149,Royal Infra,Delayed,2023-09-28,2025-03-17,2025-08-13,-31160000,-11.04,2182.34
P0447,Green Valley Residency,Ahmedabad,Residential,38933,87997000,85149000,39096000,18058000,6344000,21651000,751,841,90,Sunrise Constructions,Delayed,2025-02-03,2027-02-24,2027-05-25,-2848000,-3.24,2187.06
P0448,Silver Residency,Vadodara,Infrastructure,29951,86218000,70699000,27965000,16302000,5405000,21027000,702,772,70,Apex Developers,Delayed,2023-10-19,2025-09-20,2025-11-29,-15519000,-18.0,2360.49
P0449,Green Valley Enclave,Gandhinagar,Residential,37413,84851000,78446000,34050000,15009000,11722000,17665000,648,648,0,Shree BuildTech,Completed,2022-04-30,2024-02-07,2024-02-07,-6405000,-7.55,2096.76
P0450,Galaxy Residency,Pune,Infrastructure,117573,333924000,333236000,127585000,65009000,44216000,96426000,372,392,20,Royal Infra,Completed,2024-04-10,2025-04-17,2025-05-07,-688000,-0.21,2834.29
P0451,Silver Mall,Mumbai,Residential,140566,309118000,253477000,91605000,58232000,36440000,67200000,241,356,115,GreenStone Projects,Delayed,2024-12-17,2025-08-15,2025-12-08,-55641000,-18.0,1803.26
P0452,Skyline Plaza,Surat,Residential,127744,316766000,308101000,115708000,83647000,26375000,82371000,129,139,10,Patel Construction,Completed,2025-10-01,2026-02-07,2026-02-17,-8665000,-2.74,2411.86
P0453,Shree Complex,Gandhinagar,Commercial,94431,306317000,251180000,112295000,72349000,36885000,29651000,435,465,30,Apex Developers,Ongoing,2024-01-11,2025-03-21,2025-04-20,-55137000,-18.0,2659.93
P0454,Sunrise Complex,Rajkot,Industrial,48001,96933000,95877000,40272000,24907000,7806000,22892000,392,402,10,GreenStone Projects,Completed,2026-02-06,2027-03-05,2027-03-15,-1056000,-1.09,1997.4
P0455,Royal Mall,Rajkot,Infrastructure,72364,210472000,243654000,114523000,46934000,26979000,55218000,425,425,0,Urban Infra,Completed,2022-04-27,2023-06-26,2023-06-26,33182000,15.77,3367.06
P0456,Metro Business Park,Ahmedabad,Commercial,129988,424661000,431372000,184952000,112434000,58829000,75157000,329,374,45,Apex Developers,Completed,2024-03-01,2025-01-24,2025-03-10,6711000,1.58,3318.55
P0457,Skyline Business Park,Ahmedabad,Residential,50028,126281000,153935000,63303000,39446000,15083000,36103000,849,854,5,Patel Construction,Ongoing,2025-02-24,2027-06-23,2027-06-28,27654000,21.9,3076.98
P0458,Sunrise Residency,Ahmedabad,Infrastructure,136878,357069000,397902000,166176000,110096000,41376000,80254000,872,872,0,Royal Infra,Completed,2025-11-17,2028-04-07,2028-04-07,40833000,11.44,2906.98
P0459,Sunrise Mall,Ahmedabad,Residential,129343,320040000,378216000,178056000,105534000,30354000,64272000,583,588,5,MetroBuild,Ongoing,2024-10-09,2026-05-15,2026-05-20,58176000,18.18,2924.13
P0460,Royal Complex,Ahmedabad,Industrial,133301,237535000,220482000,98360000,62658000,17602000,41862000,831,876,45,Royal Infra,Ongoing,2024-12-17,2027-03-28,2027-05-12,-17053000,-7.18,1654.02
P0461,Silver Mall,Rajkot,Commercial,131295,463677000,429042000,138944000,98549000,51299000,140250000,847,847,0,Royal Infra,Ongoing,2023-09-26,2026-01-20,2026-01-20,-34635000,-7.47,3267.77
P0462,Crystal Enclave,Ahmedabad,Industrial,39636,68910000,73146000,29658000,19292000,9073000,15123000,836,841,5,Sunrise Constructions,Ongoing,2023-05-28,2025-09-10,2025-09-15,4236000,6.15,1845.44
P0463,Crystal Enclave,Pune,Commercial,29262,93140000,77369000,33279000,16417000,10227000,17446000,535,535,0,Apex Developers,Completed,2024-03-12,2025-08-29,2025-08-29,-15771000,-16.93,2644.01
P0464,Silver Industrial Park,Ahmedabad,Residential,85435,215927000,232453000,102231000,69717000,26624000,33881000,335,345,10,GreenStone Projects,Completed,2025-01-24,2025-12-25,2026-01-04,16526000,7.65,2720.82
P0465,Galaxy Enclave,Ahmedabad,Industrial,133583,254002000,249209000,88246000,50101000,30319000,80543000,199,199,0,Patel Construction,Completed,2025-02-15,2025-09-02,2025-09-02,-4793000,-1.89,1865.57
P0466,Galaxy Residency,Mumbai,Industrial,46844,81907000,96617000,44323000,17508000,6868000,27918000,898,958,60,GreenStone Projects,Ongoing,2023-07-14,2025-12-28,2026-02-26,14710000,17.96,2062.53
P0467,Shree Enclave,Pune,Residential,69754,171050000,188419000,89110000,37280000,15634000,46395000,599,599,0,Patel Construction,Ongoing,2023-05-03,2024-12-22,2024-12-22,17369000,10.15,2701.19
P0468,Skyline Complex,Mumbai,Industrial,82129,162468000,187099000,66958000,51098000,27839000,41204000,666,711,45,Shree BuildTech,Completed,2025-06-14,2027-04-11,2027-05-26,24631000,15.16,2278.11
P0469,Royal Enclave,Vadodara,Infrastructure,45042,133033000,123654000,57032000,28887000,9408000,28327000,137,147,10,MetroBuild,Completed,2024-06-15,2024-10-30,2024-11-09,-9379000,-7.05,2745.3
P0470,Skyline Heights,Rajkot,Commercial,66665,209513000,240057000,80543000,56101000,29840000,73573000,284,344,60,Shree BuildTech,Ongoing,2025-07-19,2026-04-29,2026-06-28,30544000,14.58,3600.95
P0471,Sunrise Business Park,Ahmedabad,Commercial,121953,399618000,476890000,156855000,140493000,40100000,139442000,644,654,10,Royal Infra,Completed,2025-04-27,2027-01-31,2027-02-10,77272000,19.34,3910.44
P0472,Sunrise Residency,Ahmedabad,Commercial,123533,394970000,401035000,136623000,116443000,51067000,96902000,321,427,106,MetroBuild,Delayed,2023-12-05,2024-10-21,2025-02-04,6065000,1.54,3246.38
